Actual Price,Predicted Price (LR),Predicted Price (RF)
236211,344169.04655191675,229063.13
374745,395237.1902842745,357360.21
132160,145382.96803043783,139180.47
380976,324958.64840472117,382011.26
179668,302351.4036113247,179022.44
318437,415938.9569649473,315255.05
776509,677976.0135736912,754296.7033333333
227851,169965.12161333486,240139.7
118370,34733.92015842348,116815.67
247630,317763.77060358226,251413.39
191720,225922.90529451892,195212.23
187426,231077.6713945605,190933.4
145116,156829.30571196973,143771.25
231632,295646.79572876915,232122.10759523814
285816,249302.68915786594,268116.5
209016,151559.89594985545,215492.54
281609,288088.02597510815,293216.28
641172,473638.85595813394,648372.0
266686,205513.87507629022,264459.12
410966,321264.7747878581,407338.39
187387,259149.06892052293,192455.49
215233,352655.29913046584,216624.55
491493,395703.558808092,488443.97
289911,138616.89437935874,270161.83
163947,188240.0199056454,174742.37
475530,447937.1152964458,470708.62
166865,312078.4926417768,166016.18
437028,377543.0960367769,450504.17
107284,85687.98442593217,105832.92
274299,267288.64509381726,258075.9
720064,471427.0343253128,765390.74
152595,171708.70678615198,157827.38
130826,191256.16517052427,132848.78
223951,274752.1031598486,222242.71
240260,290289.04690775275,253716.39
393294,359033.19359503314,388680.53
136418,244258.51977232844,136664.76
189132,133383.57490694523,196968.96
314051,325291.5963586159,313198.69
607614,505674.2130567767,603164.53
280501,232287.71255047992,299845.34
296041,302311.29919928685,285260.38
172955,306593.3164700344,174446.46
218947,307481.67448152974,221374.09
410397,455055.74034163356,403555.68
75939,74260.56105839089,80921.23
230185,218321.78792868927,233442.93
477958,231316.8105986938,504031.08
370139,312943.75217585266,354187.38
193666,248097.74972528964,200892.57
278128,196211.16513842344,271643.28
77026,91592.93360302597,81199.61
293678,325044.78720256686,299646.2
351132,295587.6738490984,321094.74
235364,157148.02484925836,235205.32
260893,187571.9967821613,250679.47
400387,437285.6618534513,362574.79
414254,445819.6744402312,413864.01
336843,364756.69766808674,357163.62
259868,268753.69158473983,275083.08
301769,333685.60106895864,302114.2
572398,465167.59148367494,555364.64
270345,264647.2318867259,263559.91
115161,274450.87596492097,115596.75
713365,524025.650492616,710425.12
181787,171612.54145270959,206867.23
117137,259552.13388048857,116154.2
430231,422201.3594234325,443645.14
181826,195532.19405415282,204746.42
228020,353081.8631729074,221446.69
462278,409806.7726566456,463320.19
310984,292134.03411379457,311488.7
445612,361675.0647637099,473913.24
525723,641771.0810187496,566434.0633333334
545516,502956.139525827,541532.05
663613,411594.89721573144,648586.27
133089,205742.47607352585,132265.98
410743,355557.69196486846,401535.25
315069,388292.77839077264,325912.55
220346,296548.3882324062,221114.51
347870,285199.36367378384,335969.23
153740,130022.88403929397,142215.23
235926,240198.24734859914,237790.74
249164,259250.2938901037,252809.74
128130,292163.9119925052,133014.5
320239,449398.9386514686,310849.17
203051,155639.00825532898,214358.37
925955,684596.0945827104,950304.49
54612,196241.05024482682,55770.21
70211,202036.87495825067,74008.11
187768,198412.8587587215,187813.09
228971,293560.11053936556,225687.39
448991,390794.6307189092,494188.64
1394421,418251.10440321267,1356922.25
309377,402911.5502463095,318400.21
432272,402004.3068340905,433949.89
272416,317500.29152239114,299876.99
150038,293960.70875513554,149551.96
553908,430361.90583922714,520211.08
121970,159202.6559169367,141588.42
246706,211963.4007953517,247670.98
439009,431042.748640541,431837.78
290221,371435.6595913395,297976.61
337626,412520.2156264074,384524.21
226229,252536.63351088762,233198.58
246955,413366.0905551426,242605.65
411017,417354.01838074625,417662.67
173738,289955.442533087,235171.28333333333
328421,216133.72797532007,315588.88
130619,168274.71427155286,137825.16
166798,326655.8657733537,157386.53
383888,392893.65309935436,373860.7
245870,293027.14446495473,247720.06
417893,425337.0452484563,417752.27
203088,208063.3501048498,205959.19
52419,12692.941473282874,55162.09
150552,105880.52424256876,141066.34
113298,68678.56432204321,119359.72
817464,555801.6796368435,853683.73
170565,204037.95587099716,183294.91
134008,290859.2048779838,134425.48
668546,307056.5038991049,645961.26
211745,311676.20465176925,208140.35
80698,71626.92578143626,78516.82
652264,549900.5211787783,649361.94
157757,74676.16709333658,155284.41
468584,394996.61102251336,440227.41
289574,366758.124198135,324628.28
278967,421507.3124435395,272136.06
131743,41496.63407468051,129548.26
859065,328484.24281493574,843820.66
219804,216221.01570593193,232349.44
139668,275755.6313243918,142840.81
294295,280902.2553108558,295903.38
336604,292266.7084840536,318116.47
535060,436693.9913671091,537948.29
235653,236366.33409067616,231143.71
264492,433769.96243071184,285679.65
315289,362980.57870260626,322628.54
273061,323338.5439470932,268383.15
355830,406452.2226859741,378371.12
215853,236543.15832907706,220272.05
233852,216354.06419242918,235159.37
257539,314921.92870727926,255616.59
178555,127772.10616802052,180692.75
77357,204670.51023520157,73052.88
158905,154056.63667618483,145500.29
189793,173928.47887182236,187288.88
190916,276810.39078967646,201199.4
267393,363404.0412030369,274918.8
410459,459324.51687646285,398369.51
762769,437579.4294470027,758811.55
332255,356275.7545585036,337985.86
145626,110320.19388503954,143582.11
200825,233221.1861762181,202295.19
402928,491675.77633686736,398552.29
245600,215181.5973546356,243697.02
184354,149884.85086033866,182643.03
312911,355232.3547669351,284721.13
469516,413853.84936922416,485774.75
466114,364932.26483179256,454803.87
105135,99052.12024464458,105302.11
200628,423661.87018213794,341373.08
295522,444810.0897096805,305845.59
164204,246660.3086686246,164569.29
322278,369902.9007679373,330734.03
272482,302043.4608578719,271154.04
117832,125481.62584836036,113617.5
350783,343782.3917232156,351548.37
160895,317173.7132784985,163128.81
128570,325659.9977347888,130292.06
204325,218972.51898488775,200932.81
323469,356114.9476764016,312795.63
178412,232955.5774594769,178307.64
397353,142598.7796759084,385626.49
351142,348143.09757550433,336898.63
61271,33040.44244078919,58641.62
288680,141859.67598149553,273386.35
190795,318941.9872364104,191553.3
284029,504755.1258009076,286167.1
371040,474962.4136551544,369869.84
418403,319853.49506250024,418352.81
242238,173676.90629757196,244260.98
220454,329483.56055925414,219067.71
1122471,365448.07855363935,1114284.08
258846,314741.06264382973,253912.39
373092,300235.66890544444,369771.27
228926,236485.42018170282,233995.06
472397,503128.3580725603,434191.405
258061,214350.06561297178,261221.17
322226,439551.57866256684,321066.33
359625,345275.5708905533,345917.52
271151,371966.1524400152,269051.87
172572,174080.1349974908,176320.7
126997,231800.91272080317,129245.73
667866,542529.247780446,656438.52
364624,445621.02195517346,367777.78
196204,330324.80033626035,193010.61
272049,344697.36610400304,272663.64
484647,290587.311997395,486046.11
147674,132104.6265442483,140359.83
116408,97043.74106356129,111715.38
262006,258848.27498617023,272938.01
142690,158777.75854493305,136829.58
566764,415079.8068161905,572045.3
168871,283440.7803162001,168401.15
147483,108842.70996203646,143569.13
249620,384536.8895720728,253191.55
979436,537079.6633793786,840725.83
426693,343704.9462173693,425092.55
292515,305598.1017127,294143.06
257111,212685.0344262533,257923.36
266373,180451.93858075887,261317.13
531315,493642.69864312187,516884.91
260017,303978.0001655519,256389.25
111665,201259.48014590144,98525.67
504332,511109.62754604593,502267.8
460121,415807.71256972477,391715.51
219389,140772.38793986663,211648.62
129642,326331.72813038155,130933.59
241601,321990.501274731,251817.3
200784,131183.46629958972,199556.14
1344311,425786.8208741434,1365531.95
309910,272924.7658355534,328576.38
379542,467949.0250882171,391228.42
123808,162991.2301628478,132364.01
137121,146003.7118549645,139763.07
431644,419826.9724057801,435780.92
277577,364002.75666218996,271033.2
353110,302476.9232061282,350718.56
261903,261959.76416344568,267215.87
279484,400099.49587392434,270986.97
163631,400997.66291029006,164844.39
185613,201809.04984134063,206377.58
335900,423473.15293776616,337973.61
262106,170131.5457305573,242234.15
122775,128410.20030319318,123142.03
429859,336510.7560840845,437508.67
437382,440696.74343675,448543.99
846354,545345.9037865847,855737.55
206206,242438.80271071196,214655.47
435061,403048.4677433558,431391.79
268249,225527.25725587457,277388.6
164849,74415.1052925624,160413.09
447423,434425.4092007838,418530.37
574962,459113.03756161034,562293.6
605763,385936.2923292555,599694.12
486068,467252.6440028101,485287.66
203917,315472.08671426773,203942.78
166075,157199.4761199765,161490.87
419732,329401.73344320804,415834.7
178969,245762.14537704363,179183.7
121318,139094.94649610296,122064.18
166303,91148.07313008606,164974.93
261645,348596.76596169174,276939.402
365400,499251.7968604639,376221.75
200544,326495.74645999447,212556.22
170834,112143.56386370584,179836.29
547196,475627.97557733953,538311.11
639200,438047.8416447453,647935.71
200141,183259.91361474246,198433.61
337575,364909.58321155235,337968.09
213422,321953.5894091837,210336.61
635376,520887.11657781154,623136.38
189355,196070.61641921476,188195.63
309069,320470.2386191152,308668.38
457791,443823.90561731905,438746.71
285106,368518.94246022403,275688.61
315910,440623.36691781133,337096.0
154459,172034.88356478512,157750.77
276014,329764.37851620466,284816.44
454415,659635.4238658138,441724.76
223029,321452.0582555011,222008.86
143597,199181.1577586122,146247.28
136369,260812.33926092833,136187.23
288682,325431.74169244245,280978.88
365096,509374.26716476306,366244.7
298161,338771.65895209834,299031.07
524989,477111.4000629261,512840.95
165737,131561.43593125045,171396.4
402955,396056.65853061527,393795.31
206847,203786.0900860317,205055.52
201181,133418.26165416092,200622.77
412002,372834.4977364242,430194.56
388829,461727.11235451326,397724.27
467441,210939.043457184,488924.22
258052,219499.59832799435,264763.18
251256,362051.7779580988,252864.56
361371,353049.71726762876,354281.9
269258,282678.4718024321,284166.68
75471,49193.964367859066,78621.99
138920,240773.91834518686,139093.07
381661,357303.33906823397,386413.41
479104,446053.0638528988,493469.71
157934,377571.60947069526,156726.08
497972,397436.23640295863,490161.6
452703,384313.91172422096,460239.78
114531,294501.53381659463,117036.58
542518,641754.9336534701,519241.9816666668
155811,133741.25850616023,139634.34
231968,316963.5761863403,235992.25
155381,93565.23830909654,151788.37
221244,242801.64945015684,226333.26
615401,655602.7971065454,541999.18
550406,434570.336161077,550524.5
416508,444430.8111408837,410066.78
394045,439427.4205465913,362621.99
177761,184319.59267998114,203444.65
181834,137770.9013276659,170862.37
145983,260365.0553008616,146879.51
547387,447938.4376475625,559593.25
208915,239816.50810708478,219794.66
189338,212992.7609605007,193582.1
773678,410732.7644064948,720573.1
270118,326694.21001775935,272916.9
444390,363482.02023886144,465630.91
142354,171201.939152658,134838.41
295700,310243.10811132565,296391.86
119312,113601.39912296087,121567.86
221817,362742.9376593828,221953.83
465625,633596.2368424796,459736.62
198110,341470.2471665107,198001.29
222759,291533.6976473704,222678.56
515433,417473.37701268494,516172.14
362586,351605.2864680998,364061.56
305955,282196.5376425944,288538.11
224958,342523.02285623923,244838.31
134038,48239.7738150619,131766.1
112868,273286.65092832595,119410.88
384181,429696.23090297356,402127.62
125676,117411.89087792113,130862.08
286200,277031.31943256035,300176.77
189827,220230.81315357983,189546.74
537718,450195.6940273456,545114.21
139138,274563.95576682314,142716.3
435182,435766.5581090264,432683.2
231760,323787.6993189603,241591.13
365271,337086.71846790984,346159.89
150427,70118.48503220454,147817.96
190430,261561.04137054458,193855.3
240255,308715.2779128738,234753.1
178154,205799.47622270137,194696.55
666572,409741.1480598226,744451.91
356721,371827.81136298925,347840.44
158683,287771.5036839433,167489.86
620501,442207.42954609916,617247.65
364192,357677.8991413191,388745.82
190514,219765.2656177655,192046.25
510930,441798.74719244614,482702.53
386739,457950.90405804664,389990.77
517613,412888.40485208854,507105.33
168657,225084.3037711382,165819.28
320831,288432.8031915799,326370.22
232706,283137.0948655531,237928.65
268475,391229.73848099634,263627.26
410452,511127.9784514122,402402.33
411194,418537.13408374414,401678.06
218550,244926.92124581337,217110.32
304246,345230.1646731235,301666.54
432669,333872.07717267424,429524.48
251283,193012.21825375408,249245.73
116809,243512.60535702854,116266.49
199033,226091.62254821882,193625.17
211684,212769.83387273923,213976.7
242081,325139.10677053407,252880.32
151545,199596.18174820766,152198.92
65928,61272.35516430065,69791.46
362204,295667.78730363026,321114.92333333334
729044,526514.3400652483,717491.14
281981,343886.74340420216,282026.93
363241,446923.7896011509,375351.84
427747,293243.24513145164,451085.54
231020,187682.47212107852,233714.14
340893,433590.7213732824,344737.97
124696,324102.0830323994,125395.46
450582,399830.4038561918,426570.58
1304186,428696.68493147194,1366675.08
116274,272731.18156274036,117889.27
440996,429890.6952963099,443424.31
186667,200628.63527889922,187756.16
179563,242224.1651294455,177377.03
278025,319947.44017375633,275073.09
178400,106077.28351186961,162247.83
814185,501915.2431211807,728501.28
358497,265025.6727453582,339078.3
135431,113286.65189331025,130343.96
112205,115331.52276322246,109978.25
290114,348058.5762293972,296954.82
248562,330388.8345257491,248733.85
224661,327254.5785366483,222834.19
235728,283379.255266197,232472.02
154547,378745.5229264572,151682.4
94454,192080.78240659088,94155.39
443294,406286.6559992358,443623.32
485266,431752.3530344404,478803.54
207820,150287.9974805601,207051.39
327955,334856.3801015541,324842.69
149153,143217.68332207575,154626.23
446384,652006.9900711551,447372.37
323951,435879.6677981913,322943.62
182500,157964.0680673048,188033.54
639371,527927.7032029666,640140.96
338070,305387.51639641076,365290.67
233753,273336.65129420534,223457.98
88015,60188.32032941282,95154.3
155680,296355.85602466017,155348.15
91058,76662.33250300214,88865.21
213290,373617.6781229563,209687.6
227636,314091.3709344156,226800.43
354131,348122.0146922767,372580.07
203346,243586.17994860932,197980.33
147919,156156.54768792912,139489.41
177730,92228.37650940195,177496.02
381501,358180.44339214265,379690.3
230061,164842.72472856566,235112.5
374054,382711.02803190425,378727.4
244203,215954.96165446937,240919.34
452104,210059.2724410817,450758.8
360266,308172.29767438024,366614.27
211719,141783.2130063139,214905.73
123620,229009.70642168447,122911.1
266792,199179.56611573696,273875.58
174935,206391.1630033292,173444.84
436152,422218.39720355347,435316.17
188781,214484.41306712478,189059.7
316809,213486.67045046017,315075.51
194104,308193.7655920163,191531.26
214614,323713.71385668963,218742.44
224284,179685.93995160982,241051.14
157914,206149.2946233563,171064.49
176943,303037.66663566604,178738.34
292585,364085.5018254854,306881.73
292381,383118.08008620143,296176.27
214762,124548.86376075447,218258.55
266247,286210.5723443702,270073.38
197597,166160.83733061329,202301.82
304944,323813.404161118,299994.83
213431,231196.55481897667,223115.05
95877,98014.50048780069,89293.91
208928,125734.08037221059,215290.2
650452,517566.88304692507,672831.04
581939,429401.4403967634,498882.09
653025,403208.7696382366,644127.1
223346,310413.43398597836,219225.37
225689,379412.11420031637,219756.29
298366,297250.80246417597,297698.66
245444,290046.45503028855,253975.55
494428,409509.44350830093,499626.65
192486,271365.44687252864,184335.78
143832,122602.29365742952,139279.99
272336,321202.6757368408,257529.27
219045,277707.14770490304,221487.78
101633,177595.81026211753,119208.64
409634,415263.666931577,406761.65
511926,472348.3995373249,523628.29
288103,304032.64702350274,294283.93
124038,355184.7867486514,128921.77
270666,322778.57766279206,272933.92
224713,294754.84054617956,221061.65
307257,261397.715672113,310451.77
111829,116668.42361339554,113775.68
225055,270842.1426682286,222311.2
129605,138618.12495024875,140855.83
81726,142939.08941979334,78498.61
508908,495818.17074491456,518609.3
603876,411464.2097883187,560894.16
303709,371173.76734575257,296523.19
272731,377088.2483744286,290513.34
163081,154993.08104425296,141250.09
482905,435945.30970684066,469144.9
224728,214319.58604391292,232530.81
110941,125408.96270460635,121698.86
780638,473976.25938020274,784600.75
202550,304537.7401448265,205067.71
132554,112619.51019380614,130516.45
398304,364353.9270170517,390939.15
373699,345895.6014746316,367467.23
253429,302284.4630055092,248085.19
237099,172717.79477498308,221317.64
368899,403378.99317700043,365310.96
116622,259125.8434371315,116319.71
80150,143011.75256354734,79542.68
286499,397450.99495264515,291877.83
195707,432681.1948051192,451087.21
121650,243579.19281890616,123243.15
485738,336352.45448324457,469411.91
282334,258069.76095916703,283475.78
144148,138542.23233344033,144624.21
251056,259303.50610210747,265843.7
371697,375110.98950029165,371287.3
167642,200967.6209787801,169017.49
325284,212604.86707109585,326185.85
195174,172927.1741059795,192642.64
316027,258682.7037447542,308286.65
222170,243345.7688313201,217023.99
281241,322760.68787963316,291176.39
194401,204163.82327421382,183822.2
120275,195701.51660805568,124922.55
115879,284.05941876769066,109501.48
278213,387581.0541378185,295955.15
107601,50815.46418517828,97063.12
275435,384884.57997787,288655.75
305126,377076.94521873444,285890.0233333334
398862,508514.96586196497,426882.98
384930,393460.4256206341,378090.47
212138,262696.96376387775,225300.0
355958,304577.83428748325,369039.43
146877,199324.14272976294,147071.21
300702,411635.98117578775,300045.2
126239,58887.66923312843,126313.96
143839,178379.83389585093,144632.84
114231,139923.44954693317,119757.23
290239,412744.69386730343,295590.67
239620,238168.17441958562,231563.86
424286,415149.82683632895,413531.45
294524,242970.5084279701,308593.15
429700,277580.6855478361,416679.13
350119,326709.05062790215,351837.38
253615,196009.96774150804,249369.42
157709,294461.7700774707,161911.08
127714,132474.81849752367,139614.17
211791,185342.61005808786,218352.45
498192,427309.3461823538,487131.45
231248,345631.9167948924,228572.26
432566,629023.4167915955,455293.03
162401,317189.860643778,163311.17
185428,392178.1239383966,193768.58
128846,395071.88738338277,126847.33
414544,423939.5663931556,415983.93
171680,166990.50309664384,178710.79
240489,331573.6678384803,239678.64
223084,343742.9794915728,229614.02
225332,160641.63248652592,232570.95
265231,330450.5123487823,249449.53
140028,131503.49462821335,143655.74
243281,339659.0369322449,248623.98
579970,474035.83889294416,586555.29
208926,267431.3654743172,198919.5
319712,438305.00206305087,319589.02
385851,439019.5473159589,392256.15
208052,208217.6293514967,212711.85
183685,289607.0775264427,191564.57
122940,180606.73626247048,108322.43
339717,318184.7055050656,346364.79
342833,362509.84563230723,353497.82
380410,310094.3259747736,373019.16
214977,376592.40257805586,210745.1
237395,234716.68540037423,231290.84
319876,356976.12934947386,322699.13
306591,201182.22823258117,313970.07
462762,639084.3912121989,457750.23
211896,330798.5054416731,219625.41
219582,265355.8346831165,215305.02
540675,233336.92217893153,528868.2
383043,463908.5309910849,383219.16
152217,314601.35259382054,152493.66
63474,38654.479366797954,60841.34
811694,794755.0097101256,791492.6
208081,206403.23470040783,212220.63
142228,106539.72243788093,141931.97
301064,175514.88976011053,297659.85
302606,414103.81456751004,295080.11
420388,393984.63367696106,454543.35
207162,190907.84297148138,208899.5
505330,510675.6066685505,516204.76
677798,552419.3371762931,644473.88
348785,326435.3739348054,347126.85
245145,173293.25457876176,244879.47
297676,292985.45303815603,296207.46
818880,585651.0774631128,828288.47
181194,140123.47935209796,191428.72
358560,394551.9875134751,361751.14
146140,262417.77978282794,148209.38
207072,315098.6544045247,204452.61
81269,-395597.05187868327,78938.77
326504,408424.72043049335,303654.79
316462,323293.91291594505,295983.22
230537,176580.7474477999,230544.54
356979,320913.9005899541,355216.4
132120,169042.28868821636,138374.96
150349,367101.1225090921,151049.62
211578,213475.76643889397,213215.73
657558,461944.0282423459,628742.64
325381,364984.27198090777,322980.61
404082,497022.64961889386,405852.71
225865,258715.10142493993,225981.16
265477,205087.81838055328,263291.0
117007,140142.91050269082,122717.94
646021,515693.65443625674,643820.22
412659,178068.96393536404,416792.04
295600,415289.1876760684,301175.24
822508,306784.47782670334,781659.64
340786,392951.1781668365,357737.13
180356,126428.64537683502,181034.15
296424,411872.5680236928,293359.82
186702,186068.02645631507,190136.69
549346,426486.7958353944,556018.07
248637,247048.85414088145,243971.28
310125,297585.0661055371,304606.44
273097,372960.830141183,273421.78
205044,239909.71870072559,208479.46
173721,251382.6098330319,180455.19
301816,413961.4351949431,314316.23
155263,282098.9602885358,152910.31
524612,409748.4353978336,502205.03
423993,440132.8048177399,447609.39
844014,346716.74482892826,916709.67
294346,311371.80894430354,293943.27
290261,313210.9938495457,287185.77
362033,447011.9762397669,355228.73
365296,447118.3435385488,366023.63
276025,330156.49943923205,282882.4
614052,438715.7017799802,614512.09
347492,298003.319694791,315537.26
966625,662684.2287513576,1001583.71
157962,172385.28139133006,158197.99
441468,375752.5274668373,419437.69
651476,457128.99610112235,685745.78
128330,355743.4855872914,126923.42
60958,79187.26936021447,62283.74
348665,286334.5234528743,318401.46
217700,178628.64511020854,247420.57
313802,354201.9847435914,289246.84
241685,207530.3888895288,232612.08
533715,428798.44870371,531262.96
429689,580802.7597277984,420370.59
529292,429026.5187306814,520224.42
393860,433499.04381909594,416487.22
129790,261635.05924639106,132263.5
127472,197051.45456904545,128308.5
365262,521218.80581652373,372921.28
525075,514944.3204894252,515888.18
490757,396690.73735016584,488903.76
141339,124522.21538906544,140405.48
456330,208431.82365718484,448386.17
248309,211270.9279947318,257414.89
432142,634637.5314938985,432467.94
305649,320900.61367321014,306652.37
288396,333394.59884690866,293424.41
442606,418050.74869094416,443923.57
136462,233849.2721718289,136617.95
315323,300039.8265205622,311801.97
561530,399105.31546924263,580569.96
162823,331059.1982134953,159764.98
489318,427933.14076137915,469656.3
195107,405181.3488328904,192155.82
234642,228228.36194437742,239089.88
216749,203286.72720245644,215829.89
396258,497006.7731902711,405092.36
86723,97865.94472723827,95353.9
357293,319199.12056522444,359035.49
210448,176638.3284187317,199614.9
122873,229880.04941020533,121234.55
154014,220154.5612060465,161451.61
157601,158581.22145407647,135162.96
252970,398147.12456326187,259410.78
602060,466622.6580780484,598333.63
204087,278463.24037398025,208893.61
160950,401480.46913212165,162941.49
228401,231402.93395816907,233746.02
246416,289464.46165520325,250747.46
392765,406370.9011580944,359659.69
763041,414631.42174242437,715747.56
255746,346255.62746713683,251245.09
242823,274093.5092565194,224225.75
411567,359487.96876116097,399214.39
155724,264000.2217030041,159318.65
244935,194909.74675907567,246819.51
986768,577874.4438087307,1003154.22
386133,316455.97552714497,414880.57
118344,132821.27110076323,124649.63
398208,423971.25881187245,395833.18
213806,187512.0520533733,212754.67
186260,214047.13002358377,187549.82
101218,133323.80793732777,113829.21
238119,323278.8445043713,255853.96
189653,247545.9314235896,189849.08
186841,287463.1994984038,193289.02
64596,52750.419517070055,65067.88
324344,341504.9838960953,303143.5
413641,424636.3524134606,415126.62
434143,624508.5856768377,446403.42
261282,367228.13703723624,261165.97
331670,355661.86475459486,338041.02
154413,75177.83004701138,156160.8
501662,415434.8063578084,526738.74
212541,351436.93633142114,211317.06
499207,655604.4118430726,534685.03
582285,473948.3351899944,583341.91
295461,305935.95570041984,297728.96
440620,422363.78135452047,439270.33
207691,287675.8526391089,201075.38
303349,351571.2326471992,320597.82
140128,133802.61849422008,139634.34
440746,212560.56428487226,492782.43
142592,201945.6233962588,139226.88
215626,195277.86760930717,204684.08
160571,262485.59883986413,159460.34
476545,496437.96837531775,474978.88
145652,172336.465123754,140903.78
287136,236956.50571511686,285178.62
295824,395392.1693230495,297151.99
238377,239284.46093785763,237599.03
504555,231889.4746847488,517826.43
505472,391133.56297019497,509419.27
317365,245389.70472915098,311501.16
144486,228153.82525048777,144531.57
505391,429923.04459964484,510820.05
395213,419662.176577799,396493.27
251699,236628.01405106112,245342.14
121647,139894.24107739702,122859.65
318995,338149.4894727096,326731.91
350965,402751.06225158647,352460.15
656781,463461.53947402164,622690.93
165304,375945.200158786,167569.62000000002
218855,215240.87063351274,232827.08
243354,189390.79728632048,253431.71
490878,379015.36508650705,494206.96
196166,331322.7075104825,194617.34
467455,373692.876939103,459364.16
426583,343490.1862591654,425294.43
195928,341189.2830106616,198417.3
174119,184330.8958356753,203444.65
284541,341102.9376301542,292148.56
