Actual Price,Predicted Price (Linear Regression)
161409,399167.139286343
394039,373990.99969416857
359263,343674.69763524085
175171,220569.43604075536
253301,253187.78861564398
129887,64956.59662530199
542726,433281.5964717902
821510,327807.37550628185
315083,325022.3434808217
1288940,470051.5119708553
248904,328583.1757888645
236930,133481.2606614828
135960,193460.26230737567
292817,294197.1273112111
178696,231660.55876412615
350559,301810.03702011704
124654,195162.2128314413
225156,384556.05875294283
347485,425089.16309764236
318602,313472.12130795047
1116111,644184.9859648868
188404,223488.8480510339
233303,259496.75660450757
158760,138130.4891157709
399157,453249.1076336801
769724,485479.28431367874
429187,407971.92425107956
493882,441048.13299340755
253406,243033.6935809031
132784,125908.66241603717
318631,350742.87280840427
584059,397528.20533777773
419564,335446.44528734684
273062,183952.54698626697
226108,283490.30078585446
122676,213770.5925323516
357548,379077.9775927998
251482,378612.73457301036
169085,219925.17101494223
304805,377075.9812719263
317282,295017.7914500199
194961,404861.6310003698
396155,503138.04649172723
426901,583644.2629776411
440513,382299.4506591633
294598,333502.9216626026
208760,311330.49379965663
746424,416806.8189659938
215626,252280.42409065738
599841,244222.25083217025
246541,229196.04384784028
122858,107870.26533684507
225214,309409.14933530614
581267,453202.4825290516
577904,500821.70193618536
192032,243602.74482253194
266619,212546.6105475314
321365,377060.8065126799
326113,290617.05979374796
164769,426668.3117231317
80779,49563.73903273791
196235,343608.1583294086
474164,354291.41918509454
264568,305239.2822025493
144956,199988.52602254972
78652,48134.697205577046
654186,407440.47998730466
194251,255578.82814109325
284501,224464.88371162862
424992,343110.7231751159
135039,151142.73033583537
60084,30432.64294828102
253130,314304.4335570298
473105,395148.3188385628
408519,394907.48281116784
538073,428698.72721552476
250917,314480.6883467771
115579,140207.49996380508
232658,162321.4945491776
310377,273154.6111792326
202193,338617.00772176683
210958,200805.2782467939
65725,65168.71440604702
783266,794771.1570754051
510867,477808.0805426799
193764,256164.96844541654
400317,532612.4792747535
682454,403248.58403613046
253138,403028.04634718597
454547,425424.16004867107
263623,366179.4976856299
158252,310000.9682259187
440152,407707.00121917203
468323,377008.5778034739
70796,57976.67791092023
193388,245027.07847340778
130275,214774.66638069972
290683,305924.7376530655
161520,109360.18468609825
137857,230984.72957138717
362899,381207.1229174994
158609,148311.36095317826
374293,398884.2684965171
124910,323117.0937503986
206133,214129.19724651426
247731,473377.11047822237
191141,310352.66832977533
262124,178594.73564312235
193285,217764.6070597358
134036,151802.99219987914
249505,180577.88802993298
203092,200212.80760217458
202101,201047.65903731436
486032,289938.1661463715
254094,322099.5219176598
111484,78943.80247149244
268338,439810.8049863316
345869,277254.037717931
832753,301352.83923546225
408048,501220.04409588873
718071,523257.68059675395
454476,218045.9285750948
221299,211074.35397015512
352069,387413.0053876862
210108,161345.69300450757
423063,445075.51918730885
383529,279022.4178642072
321773,289965.13095225394
275403,220266.3598923087
285833,388582.6533471979
169491,118904.4725055471
333002,417326.25601297244
527115,469422.1171780601
725991,520585.34004417807
373762,411921.1879159771
229497,363904.85237799585
111439,112181.98041450232
111194,115603.60224965587
82883,218092.73556975275
339898,240426.85856002197
247676,337248.791058287
463525,485716.64276736975
102517,45979.32828421146
974047,516064.5383892879
201927,228871.715703208
349363,285671.1816172078
394918,296816.37553102896
178226,138298.88636006042
188933,231789.77020335197
313280,295326.21701024845
313753,266778.00536988676
137629,70263.81131971255
509498,484107.45576183125
238453,215363.96808526665
434521,177836.3064070195
453351,442345.47644977644
487049,466461.66139058024
267690,362619.17345920205
196011,176370.05845265463
236037,285405.9963650964
485291,398951.4555564709
249309,328357.11267496273
149701,193736.448350586
205540,249977.18931300193
165963,186579.60993295535
290594,527296.2278830819
220127,292672.85810640827
74763,46798.50067534298
427036,321536.6635351181
164731,377417.75882092863
183344,286118.2050219625
483847,401471.98021824285
212109,295338.60701612756
244410,337360.7912394181
327256,359201.7972274162
736963,450088.75633410364
120919,119456.30465280265
301924,339420.34400494397
299721,245031.1238897331
420346,378314.7862246521
301400,320706.6194914542
592506,465919.54857996106
136864,259669.92489197478
165825,185850.48672787473
290390,278031.07751036435
98962,5607.8457511514425
229195,340197.46260906756
468164,203107.53749817237
207741,260806.3154917732
254952,195863.42080617696
204974,392980.6806429811
305692,415247.23449859023
614424,457235.16914756596
99677,97946.68155363202
201935,269541.6666904576
133662,191454.77776345238
242921,208606.2329529822
324518,394622.7256813608
278181,310629.7891314849
318371,323188.5486366488
224778,149607.0085591823
223175,289961.9014791995
301114,413759.3229303509
770977,433668.39609216526
279657,488376.1082594022
196817,184298.60110512003
272510,263319.06393557787
261094,271409.8252050802
478376,434009.57083103433
253408,184911.70048382133
226922,234993.25236109272
326433,257775.85950726643
124026,107003.15182137862
425867,339168.84582798183
189196,165278.96275413036
166984,75721.20521375537
136788,114250.64960044995
175889,186004.98132805526
224927,257642.91637043282
328815,359219.1529242359
173978,109465.69087648764
259562,189170.2448402308
223036,356673.1854361519
143702,138535.7733873278
187080,197743.65872772038
106696,104973.09976416454
375152,347318.2387727387
448735,338766.494612474
96820,230000.33804115653
245040,193532.72848873213
480902,474685.07926438376
228005,365649.975691393
755917,486458.4094673544
243651,312584.9328256175
243110,302684.61313728616
244641,357107.8798523955
309605,414011.29135423526
523397,431892.6636618711
165756,82299.31695736572
120124,125352.44692613184
75126,143011.75256354734
128994,113961.35624846444
402113,390859.0951814838
258776,307885.75157528743
197285,134033.40898302197
228465,295271.79655937105
153606,131185.13058254495
429756,423371.9609335512
444867,417482.24351566285
532976,441022.4252704233
217525,192523.60002771392
335743,391033.16637990996
297525,335026.48266145214
140623,240360.54579405487
516210,357115.6579047516
241342,213654.26223546267
485906,385581.88683393225
728942,465523.4753795415
174308,165873.18579638377
235020,273589.2774459757
516985,534751.6631314717
317398,407202.00146258995
212264,220299.75785578787
238188,328314.43110588565
260233,306999.6233275719
127679,337079.9497747794
222754,276813.90726676956
159642,130100.36239187047
722627,527403.5389731899
453365,450458.2684425898
313346,421224.9546938464
393946,490112.11508752406
293277,271901.8579820134
133265,333805.26409626007
272609,304895.48102190346
380185,415833.69743424654
208885,189823.79956600443
85242,5836.450642149895
363507,453808.12161411345
151841,154355.5293512754
247602,354137.87542241067
268663,308357.0054715909
135047,169902.94325757027
246980,243872.54902093112
393128,404887.65264859796
158760,38581.88109794259
237428,230451.29488490894
95918,137694.75633174926
176913,217516.60157899559
216463,141312.87770147622
219026,296685.2886545919
380159,437718.55713075027
428806,386208.9400758147
340673,352183.724360805
469370,361813.1301785484
234716,258852.7077929899
227413,236696.68968602642
262924,365229.40046774596
174037,191471.0603762865
845614,331511.4516488984
363898,435863.0999805629
429418,434876.5346952826
645971,576159.1284628697
498162,399795.58900579065
301760,319846.69227611274
220136,347312.3700641431
242107,227761.70308782533
284984,296027.4573973194
195389,121373.7201083079
344219,269330.22084017843
122669,309596.19358479977
317197,201154.642243281
1335351,388561.838431336
59514,193024.49508131295
162290,72150.80032804608
252344,387216.8908294402
349603,337056.69398312643
264412,317980.6147729121
141824,264040.5899933353
216699,257159.8858251311
184884,393637.6292399876
321415,252137.39528895915
396608,404734.4927096665
313126,432893.7963466123
141335,82022.55298551917
188469,281102.54270321503
146049,182238.26307487115
154960,215904.83165771887
394381,367562.66368376836
483395,380227.3505382389
118194,259695.84543146566
226810,343872.83575544134
176279,196504.02608428523
122781,166142.46015037596
274815,280690.5485717654
245088,209423.86415962875
456422,485723.1017134823
266183,329593.0812813714
541346,406573.0649032369
533793,435123.04351440445
465051,407853.8135523498
385629,360472.1657064259
347565,303303.0224819258
503721,468289.0704751685
328389,410778.92542785034
261460,303757.65530066565
152688,219261.44378757477
352516,142519.65758604556
291275,406590.1700020358
291192,407550.09251283854
390499,493727.7762426771
1344464,362344.6695251167
150663,208720.88481153175
140443,161516.88585237414
282892,412688.2371485047
251549,130018.89685914665
319143,226488.08929659426
504619,356785.75408144295
167590,283812.1697176099
128840,355042.6899341978
273452,325961.3508637175
236211,344169.04655191675
374745,395237.1902842745
132160,145382.96803043783
380976,324958.64840472117
179668,302351.4036113247
318437,415938.9569649473
776509,677976.0135736912
227851,169965.12161333486
118370,34733.92015842348
247630,317763.77060358226
191720,225922.90529451892
187426,231077.6713945605
145116,156829.30571196973
231632,295646.79572876915
285816,249302.68915786594
209016,151559.89594985545
281609,288088.02597510815
641172,473638.85595813394
266686,205513.87507629022
410966,321264.7747878581
187387,259149.06892052293
215233,352655.29913046584
491493,395703.558808092
289911,138616.89437935874
163947,188240.0199056454
475530,447937.1152964458
166865,312078.4926417768
437028,377543.0960367769
107284,85687.98442593217
274299,267288.64509381726
720064,471427.0343253128
152595,171708.70678615198
130826,191256.16517052427
223951,274752.1031598486
240260,290289.04690775275
393294,359033.19359503314
136418,244258.51977232844
189132,133383.57490694523
314051,325291.5963586159
607614,505674.2130567767
280501,232287.71255047992
296041,302311.29919928685
172955,306593.3164700344
218947,307481.67448152974
410397,455055.74034163356
75939,74260.56105839089
230185,218321.78792868927
477958,231316.8105986938
370139,312943.75217585266
193666,248097.74972528964
278128,196211.16513842344
77026,91592.93360302597
293678,325044.78720256686
351132,295587.6738490984
235364,157148.02484925836
260893,187571.9967821613
400387,437285.6618534513
414254,445819.6744402312
336843,364756.69766808674
259868,268753.69158473983
301769,333685.60106895864
572398,465167.59148367494
270345,264647.2318867259
115161,274450.87596492097
713365,524025.650492616
181787,171612.54145270959
117137,259552.13388048857
430231,422201.3594234325
181826,195532.19405415282
228020,353081.8631729074
462278,409806.7726566456
310984,292134.03411379457
445612,361675.0647637099
525723,641771.0810187496
545516,502956.139525827
663613,411594.89721573144
133089,205742.47607352585
410743,355557.69196486846
315069,388292.77839077264
220346,296548.3882324062
347870,285199.36367378384
153740,130022.88403929397
235926,240198.24734859914
249164,259250.2938901037
128130,292163.9119925052
320239,449398.9386514686
203051,155639.00825532898
925955,684596.0945827104
54612,196241.05024482682
70211,202036.87495825067
187768,198412.8587587215
228971,293560.11053936556
448991,390794.6307189092
1394421,418251.10440321267
309377,402911.5502463095
432272,402004.3068340905
272416,317500.29152239114
150038,293960.70875513554
553908,430361.90583922714
121970,159202.6559169367
246706,211963.4007953517
439009,431042.748640541
290221,371435.6595913395
337626,412520.2156264074
226229,252536.63351088762
246955,413366.0905551426
411017,417354.01838074625
173738,289955.442533087
328421,216133.72797532007
130619,168274.71427155286
166798,326655.8657733537
383888,392893.65309935436
245870,293027.14446495473
417893,425337.0452484563
203088,208063.3501048498
52419,12692.941473282874
150552,105880.52424256876
113298,68678.56432204321
817464,555801.6796368435
170565,204037.95587099716
134008,290859.2048779838
668546,307056.5038991049
211745,311676.20465176925
80698,71626.92578143626
652264,549900.5211787783
157757,74676.16709333658
468584,394996.61102251336
289574,366758.124198135
278967,421507.3124435395
131743,41496.63407468051
859065,328484.24281493574
219804,216221.01570593193
139668,275755.6313243918
294295,280902.2553108558
336604,292266.7084840536
535060,436693.9913671091
235653,236366.33409067616
264492,433769.96243071184
315289,362980.57870260626
273061,323338.5439470932
355830,406452.2226859741
215853,236543.15832907706
233852,216354.06419242918
257539,314921.92870727926
178555,127772.10616802052
77357,204670.51023520157
158905,154056.63667618483
189793,173928.47887182236
190916,276810.39078967646
267393,363404.0412030369
410459,459324.51687646285
762769,437579.4294470027
332255,356275.7545585036
145626,110320.19388503954
200825,233221.1861762181
402928,491675.77633686736
245600,215181.5973546356
184354,149884.85086033866
312911,355232.3547669351
469516,413853.84936922416
466114,364932.26483179256
105135,99052.12024464458
200628,423661.87018213794
295522,444810.0897096805
164204,246660.3086686246
322278,369902.9007679373
272482,302043.4608578719
117832,125481.62584836036
350783,343782.3917232156
160895,317173.7132784985
128570,325659.9977347888
204325,218972.51898488775
323469,356114.9476764016
178412,232955.5774594769
397353,142598.7796759084
351142,348143.09757550433
61271,33040.44244078919
288680,141859.67598149553
190795,318941.9872364104
284029,504755.1258009076
371040,474962.4136551544
418403,319853.49506250024
242238,173676.90629757196
220454,329483.56055925414
1122471,365448.07855363935
258846,314741.06264382973
373092,300235.66890544444
228926,236485.42018170282
472397,503128.3580725603
258061,214350.06561297178
322226,439551.57866256684
359625,345275.5708905533
271151,371966.1524400152
172572,174080.1349974908
126997,231800.91272080317
667866,542529.247780446
364624,445621.02195517346
196204,330324.80033626035
272049,344697.36610400304
484647,290587.311997395
147674,132104.6265442483
116408,97043.74106356129
262006,258848.27498617023
142690,158777.75854493305
566764,415079.8068161905
168871,283440.7803162001
147483,108842.70996203646
249620,384536.8895720728
979436,537079.6633793786
426693,343704.9462173693
292515,305598.1017127
257111,212685.0344262533
266373,180451.93858075887
531315,493642.69864312187
260017,303978.0001655519
111665,201259.48014590144
504332,511109.62754604593
460121,415807.71256972477
219389,140772.38793986663
129642,326331.72813038155
241601,321990.501274731
200784,131183.46629958972
1344311,425786.8208741434
309910,272924.7658355534
379542,467949.0250882171
123808,162991.2301628478
137121,146003.7118549645
431644,419826.9724057801
277577,364002.75666218996
353110,302476.9232061282
261903,261959.76416344568
279484,400099.49587392434
163631,400997.66291029006
185613,201809.04984134063
335900,423473.15293776616
262106,170131.5457305573
122775,128410.20030319318
429859,336510.7560840845
437382,440696.74343675
846354,545345.9037865847
206206,242438.80271071196
435061,403048.4677433558
268249,225527.25725587457
164849,74415.1052925624
447423,434425.4092007838
574962,459113.03756161034
605763,385936.2923292555
486068,467252.6440028101
203917,315472.08671426773
166075,157199.4761199765
419732,329401.73344320804
178969,245762.14537704363
121318,139094.94649610296
166303,91148.07313008606
261645,348596.76596169174
365400,499251.7968604639
200544,326495.74645999447
170834,112143.56386370584
547196,475627.97557733953
639200,438047.8416447453
200141,183259.91361474246
337575,364909.58321155235
213422,321953.5894091837
635376,520887.11657781154
189355,196070.61641921476
309069,320470.2386191152
457791,443823.90561731905
285106,368518.94246022403
315910,440623.36691781133
154459,172034.88356478512
276014,329764.37851620466
454415,659635.4238658138
223029,321452.0582555011
143597,199181.1577586122
136369,260812.33926092833
288682,325431.74169244245
365096,509374.26716476306
298161,338771.65895209834
524989,477111.4000629261
165737,131561.43593125045
402955,396056.65853061527
206847,203786.0900860317
201181,133418.26165416092
412002,372834.4977364242
388829,461727.11235451326
467441,210939.043457184
258052,219499.59832799435
251256,362051.7779580988
361371,353049.71726762876
269258,282678.4718024321
75471,49193.964367859066
138920,240773.91834518686
381661,357303.33906823397
479104,446053.0638528988
157934,377571.60947069526
497972,397436.23640295863
452703,384313.91172422096
114531,294501.53381659463
542518,641754.9336534701
155811,133741.25850616023
231968,316963.5761863403
155381,93565.23830909654
221244,242801.64945015684
615401,655602.7971065454
550406,434570.336161077
416508,444430.8111408837
394045,439427.4205465913
177761,184319.59267998114
181834,137770.9013276659
145983,260365.0553008616
547387,447938.4376475625
208915,239816.50810708478
189338,212992.7609605007
773678,410732.7644064948
270118,326694.21001775935
444390,363482.02023886144
142354,171201.939152658
295700,310243.10811132565
119312,113601.39912296087
221817,362742.9376593828
465625,633596.2368424796
198110,341470.2471665107
222759,291533.6976473704
515433,417473.37701268494
362586,351605.2864680998
305955,282196.5376425944
224958,342523.02285623923
134038,48239.7738150619
112868,273286.65092832595
384181,429696.23090297356
125676,117411.89087792113
286200,277031.31943256035
189827,220230.81315357983
537718,450195.6940273456
139138,274563.95576682314
435182,435766.5581090264
231760,323787.6993189603
365271,337086.71846790984
150427,70118.48503220454
190430,261561.04137054458
240255,308715.2779128738
178154,205799.47622270137
666572,409741.1480598226
356721,371827.81136298925
158683,287771.5036839433
620501,442207.42954609916
364192,357677.8991413191
190514,219765.2656177655
510930,441798.74719244614
386739,457950.90405804664
517613,412888.40485208854
168657,225084.3037711382
320831,288432.8031915799
232706,283137.0948655531
268475,391229.73848099634
410452,511127.9784514122
411194,418537.13408374414
218550,244926.92124581337
304246,345230.1646731235
432669,333872.07717267424
251283,193012.21825375408
116809,243512.60535702854
199033,226091.62254821882
211684,212769.83387273923
242081,325139.10677053407
151545,199596.18174820766
65928,61272.35516430065
362204,295667.78730363026
729044,526514.3400652483
281981,343886.74340420216
363241,446923.7896011509
427747,293243.24513145164
231020,187682.47212107852
340893,433590.7213732824
124696,324102.0830323994
450582,399830.4038561918
1304186,428696.68493147194
116274,272731.18156274036
440996,429890.6952963099
186667,200628.63527889922
179563,242224.1651294455
278025,319947.44017375633
178400,106077.28351186961
814185,501915.2431211807
358497,265025.6727453582
135431,113286.65189331025
112205,115331.52276322246
290114,348058.5762293972
248562,330388.8345257491
224661,327254.5785366483
235728,283379.255266197
154547,378745.5229264572
94454,192080.78240659088
443294,406286.6559992358
485266,431752.3530344404
207820,150287.9974805601
327955,334856.3801015541
149153,143217.68332207575
446384,652006.9900711551
323951,435879.6677981913
182500,157964.0680673048
639371,527927.7032029666
338070,305387.51639641076
233753,273336.65129420534
88015,60188.32032941282
155680,296355.85602466017
91058,76662.33250300214
213290,373617.6781229563
227636,314091.3709344156
354131,348122.0146922767
203346,243586.17994860932
147919,156156.54768792912
177730,92228.37650940195
381501,358180.44339214265
230061,164842.72472856566
374054,382711.02803190425
244203,215954.96165446937
452104,210059.2724410817
360266,308172.29767438024
211719,141783.2130063139
123620,229009.70642168447
266792,199179.56611573696
174935,206391.1630033292
436152,422218.39720355347
188781,214484.41306712478
316809,213486.67045046017
194104,308193.7655920163
214614,323713.71385668963
224284,179685.93995160982
157914,206149.2946233563
176943,303037.66663566604
292585,364085.5018254854
292381,383118.08008620143
214762,124548.86376075447
266247,286210.5723443702
197597,166160.83733061329
304944,323813.404161118
213431,231196.55481897667
95877,98014.50048780069
208928,125734.08037221059
650452,517566.88304692507
581939,429401.4403967634
653025,403208.7696382366
223346,310413.43398597836
225689,379412.11420031637
298366,297250.80246417597
245444,290046.45503028855
494428,409509.44350830093
192486,271365.44687252864
143832,122602.29365742952
272336,321202.6757368408
219045,277707.14770490304
101633,177595.81026211753
409634,415263.666931577
511926,472348.3995373249
288103,304032.64702350274
124038,355184.7867486514
270666,322778.57766279206
224713,294754.84054617956
307257,261397.715672113
111829,116668.42361339554
225055,270842.1426682286
129605,138618.12495024875
81726,142939.08941979334
508908,495818.17074491456
603876,411464.2097883187
303709,371173.76734575257
272731,377088.2483744286
163081,154993.08104425296
482905,435945.30970684066
224728,214319.58604391292
110941,125408.96270460635
780638,473976.25938020274
202550,304537.7401448265
132554,112619.51019380614
398304,364353.9270170517
373699,345895.6014746316
253429,302284.4630055092
237099,172717.79477498308
368899,403378.99317700043
116622,259125.8434371315
80150,143011.75256354734
286499,397450.99495264515
195707,432681.1948051192
121650,243579.19281890616
485738,336352.45448324457
282334,258069.76095916703
144148,138542.23233344033
251056,259303.50610210747
371697,375110.98950029165
167642,200967.6209787801
325284,212604.86707109585
195174,172927.1741059795
316027,258682.7037447542
222170,243345.7688313201
281241,322760.68787963316
194401,204163.82327421382
120275,195701.51660805568
115879,284.05941876769066
278213,387581.0541378185
107601,50815.46418517828
275435,384884.57997787
305126,377076.94521873444
398862,508514.96586196497
384930,393460.4256206341
212138,262696.96376387775
355958,304577.83428748325
146877,199324.14272976294
300702,411635.98117578775
126239,58887.66923312843
143839,178379.83389585093
114231,139923.44954693317
290239,412744.69386730343
239620,238168.17441958562
424286,415149.82683632895
294524,242970.5084279701
429700,277580.6855478361
350119,326709.05062790215
253615,196009.96774150804
157709,294461.7700774707
127714,132474.81849752367
211791,185342.61005808786
498192,427309.3461823538
231248,345631.9167948924
432566,629023.4167915955
162401,317189.860643778
185428,392178.1239383966
128846,395071.88738338277
414544,423939.5663931556
171680,166990.50309664384
240489,331573.6678384803
223084,343742.9794915728
225332,160641.63248652592
265231,330450.5123487823
140028,131503.49462821335
243281,339659.0369322449
579970,474035.83889294416
208926,267431.3654743172
319712,438305.00206305087
385851,439019.5473159589
208052,208217.6293514967
183685,289607.0775264427
122940,180606.73626247048
339717,318184.7055050656
342833,362509.84563230723
380410,310094.3259747736
214977,376592.40257805586
237395,234716.68540037423
319876,356976.12934947386
306591,201182.22823258117
462762,639084.3912121989
211896,330798.5054416731
219582,265355.8346831165
540675,233336.92217893153
383043,463908.5309910849
152217,314601.35259382054
63474,38654.479366797954
811694,794755.0097101256
208081,206403.23470040783
142228,106539.72243788093
301064,175514.88976011053
302606,414103.81456751004
420388,393984.63367696106
207162,190907.84297148138
505330,510675.6066685505
677798,552419.3371762931
348785,326435.3739348054
245145,173293.25457876176
297676,292985.45303815603
818880,585651.0774631128
181194,140123.47935209796
358560,394551.9875134751
146140,262417.77978282794
207072,315098.6544045247
81269,-395597.05187868327
326504,408424.72043049335
316462,323293.91291594505
230537,176580.7474477999
356979,320913.9005899541
132120,169042.28868821636
150349,367101.1225090921
211578,213475.76643889397
657558,461944.0282423459
325381,364984.27198090777
404082,497022.64961889386
225865,258715.10142493993
265477,205087.81838055328
117007,140142.91050269082
646021,515693.65443625674
412659,178068.96393536404
295600,415289.1876760684
822508,306784.47782670334
340786,392951.1781668365
180356,126428.64537683502
296424,411872.5680236928
186702,186068.02645631507
549346,426486.7958353944
248637,247048.85414088145
310125,297585.0661055371
273097,372960.830141183
205044,239909.71870072559
173721,251382.6098330319
301816,413961.4351949431
155263,282098.9602885358
524612,409748.4353978336
423993,440132.8048177399
844014,346716.74482892826
294346,311371.80894430354
290261,313210.9938495457
362033,447011.9762397669
365296,447118.3435385488
276025,330156.49943923205
614052,438715.7017799802
347492,298003.319694791
966625,662684.2287513576
157962,172385.28139133006
441468,375752.5274668373
651476,457128.99610112235
128330,355743.4855872914
60958,79187.26936021447
348665,286334.5234528743
217700,178628.64511020854
313802,354201.9847435914
241685,207530.3888895288
533715,428798.44870371
429689,580802.7597277984
529292,429026.5187306814
393860,433499.04381909594
129790,261635.05924639106
127472,197051.45456904545
365262,521218.80581652373
525075,514944.3204894252
490757,396690.73735016584
141339,124522.21538906544
456330,208431.82365718484
248309,211270.9279947318
432142,634637.5314938985
305649,320900.61367321014
288396,333394.59884690866
442606,418050.74869094416
136462,233849.2721718289
315323,300039.8265205622
561530,399105.31546924263
162823,331059.1982134953
489318,427933.14076137915
195107,405181.3488328904
234642,228228.36194437742
216749,203286.72720245644
396258,497006.7731902711
86723,97865.94472723827
357293,319199.12056522444
210448,176638.3284187317
122873,229880.04941020533
154014,220154.5612060465
157601,158581.22145407647
252970,398147.12456326187
602060,466622.6580780484
204087,278463.24037398025
160950,401480.46913212165
228401,231402.93395816907
246416,289464.46165520325
392765,406370.9011580944
763041,414631.42174242437
255746,346255.62746713683
242823,274093.5092565194
411567,359487.96876116097
155724,264000.2217030041
244935,194909.74675907567
986768,577874.4438087307
386133,316455.97552714497
118344,132821.27110076323
398208,423971.25881187245
213806,187512.0520533733
186260,214047.13002358377
101218,133323.80793732777
238119,323278.8445043713
189653,247545.9314235896
186841,287463.1994984038
64596,52750.419517070055
324344,341504.9838960953
413641,424636.3524134606
434143,624508.5856768377
261282,367228.13703723624
331670,355661.86475459486
154413,75177.83004701138
501662,415434.8063578084
212541,351436.93633142114
499207,655604.4118430726
582285,473948.3351899944
295461,305935.95570041984
440620,422363.78135452047
207691,287675.8526391089
303349,351571.2326471992
140128,133802.61849422008
440746,212560.56428487226
142592,201945.6233962588
215626,195277.86760930717
160571,262485.59883986413
476545,496437.96837531775
145652,172336.465123754
287136,236956.50571511686
295824,395392.1693230495
238377,239284.46093785763
504555,231889.4746847488
505472,391133.56297019497
317365,245389.70472915098
144486,228153.82525048777
505391,429923.04459964484
395213,419662.176577799
251699,236628.01405106112
121647,139894.24107739702
318995,338149.4894727096
350965,402751.06225158647
656781,463461.53947402164
165304,375945.200158786
218855,215240.87063351274
243354,189390.79728632048
490878,379015.36508650705
196166,331322.7075104825
467455,373692.876939103
426583,343490.1862591654
195928,341189.2830106616
174119,184330.8958356753
284541,341102.9376301542
